,duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,protocol_type_icmp,protocol_type_tcp,protocol_type_udp,service_IRC,service_X11,service_Z39_50,service_auth,service_bgp,service_courier,service_csnet_ns,service_ctf,service_daytime,service_discard,service_domain,service_domain_u,service_echo,service_eco_i,service_ecr_i,service_efs,service_exec,service_finger,service_ftp,service_ftp_data,service_gopher,service_hostnames,service_http,service_http_443,service_imap4,service_iso_tsap,service_klogin,service_kshell,service_ldap,service_link,service_login,service_mtp,service_name,service_netbios_dgm,service_netbios_ns,service_netbios_ssn,service_netstat,service_nnsp,service_nntp,service_ntp_u,service_other,service_pm_dump,service_pop_2,service_pop_3,service_printer,service_private,service_red_i,service_remote_job,service_rje,service_shell,service_smtp,service_sql_net,service_ssh,service_sunrpc,service_supdup,service_systat,service_telnet,service_tftp_u,service_tim_i,service_time,service_urh_i,service_urp_i,service_uucp,service_uucp_path,service_vmnet,service_whois,flag_OTH,flag_REJ,flag_RSTO,flag_RSTOS0,flag_RSTR,flag_S0,flag_S1,flag_S2,flag_S3,flag_SF,flag_SH,attack_type
service_telnet,0.038367601,-8.50E-05,0.11705932,0.009202983,-0.001538557,0.045539975,0.012077205,0.299356455,0.028643373,0.099943819,0.19027596,0.128891233,0.09346392,0.167162706,0.062414542,0.054236793,,,0.00048758,-0.041475346,-0.037753058,0.016365913,0.015901071,0.014732797,0.014724892,-0.009815082,0.013689679,-0.00656538,-0.035838807,-0.050789746,-0.036425489,0.009678351,-0.035427483,0.025315722,0.018723636,0.018138327,0.012304704,0.013137646,-0.037430338,0.040772362,-0.006683438,-0.00030081,-0.000152139,-0.000440021,-0.000831036,-0.000472322,-0.000476758,-0.000514967,-0.000451822,-0.000465589,-0.000494105,-0.000494105,-0.003533388,-0.000485509,-0.001861866,-0.037091172,-0.000465589,-0.000456457,-0.001188149,-0.001296855,-0.003166948,-0.00049623,-0.000467844,-0.012470866,-0.000456457,-0.00049623,-0.00049197,-0.000472322,-0.000454145,-0.000461046,-0.000463323,-0.000467844,-0.000474545,-0.000454145,-0.000456457,-0.000463323,-0.000474545,-0.000447139,-0.000470089,-0.000476758,-0.000894536,-0.003931178,-4.59E-05,-0.000461046,-0.000652084,-0.000478961,-0.017345695,-4.59E-05,-0.000502553,-0.000483336,-0.000485509,-0.004568308,-0.000481153,-0.000470089,-0.000474545,-0.000470089,-0.00049197,1,-4.59E-05,-0.000121364,-0.000574854,-0.000171636,-0.001064551,-0.000472322,-0.000472322,-0.000472322,-0.000481153,-0.000129744,-0.007733205,0.134825175,-0.000152139,0.013333962,0.01479143,0.023058979,-0.000224727,0.027793328,-0.022413698,0.003796381,-0.01864678
service_IRC,0.096169026,-3.83E-08,0.001847189,-6.23E-05,-0.000445228,-2.40E-05,-0.00013436,-9.13E-05,0.014425853,-5.30E-05,-9.84E-05,-4.36E-05,-5.26E-05,-0.000104795,-9.25E-05,-0.000257804,,,-0.00034766,-0.013965735,-0.011050395,-0.002295348,-0.0023315,0.024721522,0.026056274,0.003612717,0.005906423,-0.001899891,-0.024732858,-0.015441646,-0.00951958,0.006515805,-0.010460103,-0.001480007,-0.003272617,-0.002048914,0.007058115,0.022656714,-0.010831599,0.011798715,-0.001934055,1,-4.40E-05,-0.000127333,-0.000240485,-0.000136681,-0.000137964,-0.000149021,-0.000130748,-0.000134732,-0.000142984,-0.000142984,-0.001022493,-0.000140497,-0.000538787,-0.010733451,-0.000134732,-0.00013209,-0.000343827,-0.000375284,-0.000916452,-0.000143599,-0.000135385,-0.003608822,-0.00013209,-0.000143599,-0.000142366,-0.000136681,-0.000131421,-0.000133418,-0.000134076,-0.000135385,-0.000137324,-0.000131421,-0.00013209,-0.000134076,-0.000137324,-0.000129393,-0.000136034,-0.000137964,-0.000258861,-0.001137605,-1.33E-05,-0.000133418,-0.0001887,-0.000138602,-0.005019501,-1.33E-05,-0.000145429,-0.000139868,-0.000140497,-0.001321978,-0.000139236,-0.000136034,-0.000137324,-0.000136034,-0.000142366,-0.00030081,-1.33E-05,-3.51E-05,-0.000166351,-4.97E-05,-0.00030806,-0.000136681,-0.000136681,-0.000136681,-0.000139236,-3.75E-05,-0.001281178,0.031388491,-4.40E-05,0.12151355,-0.004313729,0.080703671,-6.50E-05,-4.20E-05,-0.012269728,-0.000137324,-0.018296406
num_shells,-0.000169186,4.64E-06,0.000143786,-6.62E-05,-0.000473335,-2.55E-05,0.006373168,-9.70E-05,0.02377558,0.009340751,0.173991246,0.023525265,0.0130858,0.066568184,1,0.024900866,,,-0.000369607,-0.015148632,-0.011515935,-0.004564697,-0.004597648,-0.002459514,-0.002466167,0.004763276,-0.000833563,0.000972841,-0.017111355,-0.012206831,-0.007728763,0.000640684,-0.003447881,0.004835257,-0.004432801,-0.004401607,-0.001918464,-0.002314799,-0.011515398,0.012543568,-0.002056152,-9.25E-05,-4.68E-05,-0.000135372,-0.000255667,-0.000145309,-0.000146674,-0.000158429,-0.000139002,-0.000143238,-0.000152011,-0.000152011,-0.001087043,-0.000149366,-0.000572801,-0.011411054,-0.000143238,-0.000140428,-0.000365533,-0.000398976,0.078323855,-0.000152665,-0.000143932,-0.003836647,-0.000140428,-0.000152665,-0.000151354,-0.000145309,-0.000139717,-0.00014184,-0.000142541,-0.000143932,-0.000145993,-0.000139717,-0.000140428,-0.000142541,-0.000145993,-0.000137562,-0.000144622,-0.000146674,-0.000275203,0.000319449,-1.41E-05,-0.00014184,-0.000200613,-0.000147352,-0.005336382,-1.41E-05,-0.00015461,-0.000148698,-0.000149366,-0.001405434,-0.000148026,-0.000144622,-0.000145993,-0.000144622,-0.000151354,0.062414542,-1.41E-05,-3.73E-05,-0.000176853,-5.28E-05,-0.000327508,-0.000145309,-0.000145309,-0.000145309,-0.000148026,-3.99E-05,-0.002379111,-0.000339772,-4.68E-05,-0.000424459,-0.004586055,-0.000106551,-6.91E-05,-4.46E-05,0.005481652,-0.000145993,-0.01495053
num_root,0.056765975,-9.84E-06,0.020746249,-3.76E-05,-0.000269142,0.00947632,0.0009984,0.003249758,0.013518994,0.993827798,0.255400164,0.695602532,1,0.009710452,0.0130858,0.413604893,,,-0.000210162,-0.008761602,-0.006677173,-0.002617234,-0.002614023,-0.0013985,-0.001402283,0.002814955,0.000434075,0.000439271,-0.011610568,-0.007984905,-0.006730746,0.002862886,-0.005215881,0.002311062,-0.002078379,-0.001682451,-0.001003372,-0.001383251,-0.006547752,0.007132377,-0.001169145,-5.26E-05,-2.66E-05,-7.70E-05,1.08E-05,-8.26E-05,-8.34E-05,-9.01E-05,-7.90E-05,-8.14E-05,-8.64E-05,-8.64E-05,-0.000618101,-8.49E-05,-0.000325699,-0.006488421,-8.14E-05,-7.98E-05,-0.000207845,-0.000226861,0.025754775,-8.68E-05,-8.18E-05,-0.002175571,-7.98E-05,0.000958932,-8.61E-05,-8.26E-05,-7.94E-05,-8.07E-05,-8.10E-05,-1.25E-05,-8.30E-05,-7.94E-05,-7.98E-05,-8.10E-05,-8.30E-05,-7.82E-05,-8.22E-05,-8.34E-05,-0.000156483,-0.000679317,-8.02E-06,-8.07E-05,0.000184406,-8.38E-05,-0.003034311,-8.02E-06,-8.79E-05,-8.46E-05,-8.49E-05,-0.000552969,-8.42E-05,-8.22E-05,-8.30E-05,-8.22E-05,-8.61E-05,0.09346392,-8.02E-06,-2.12E-05,-0.00010056,-3.00E-05,-0.000186224,-8.26E-05,-8.26E-05,-8.26E-05,-8.42E-05,-2.27E-05,-0.001352782,-0.000193197,-2.66E-05,-0.000241351,-0.002607669,3.30E-05,-3.93E-05,-2.54E-05,0.003114538,-8.30E-05,-0.011005681
service_urh_i,-0.000360889,-1.61E-05,-0.000139941,-3.55E-05,-0.000254039,-1.37E-05,-0.000234958,-5.21E-05,-0.002220921,-3.02E-05,-5.62E-05,-2.49E-05,-3.00E-05,-5.98E-05,-5.28E-05,-0.000147098,,,-0.000198368,-0.008274095,-0.00630866,-0.002470583,-0.002467552,-0.001320018,-0.001323589,0.002858654,-0.001358789,-0.001084041,-0.008854103,-0.006950622,-0.006001087,0.001765607,-0.003442246,0.000419041,-0.002472328,-0.002465859,-0.001341733,-0.001328022,0.004585485,-0.004209623,-0.001103534,-4.97E-05,-2.51E-05,-7.27E-05,-0.000137216,-7.80E-05,-7.87E-05,-8.50E-05,-7.46E-05,-7.69E-05,-8.16E-05,-8.16E-05,-0.000583414,-8.02E-05,-0.000307422,-0.0061243,-7.69E-05,-7.54E-05,-0.000196181,-0.00021413,-0.00052291,-8.19E-05,-7.72E-05,-0.002059124,-7.54E-05,-8.19E-05,-8.12E-05,-7.80E-05,-7.50E-05,-7.61E-05,-7.65E-05,-7.72E-05,-7.84E-05,-7.50E-05,-7.54E-05,-7.65E-05,-7.84E-05,-7.38E-05,-7.76E-05,-7.87E-05,-0.000147701,-0.000649096,-7.57E-06,-7.61E-05,-0.000107669,-7.91E-05,-0.00286403,-7.57E-06,-8.30E-05,-7.98E-05,-8.02E-05,-0.000754295,-7.94E-05,-7.76E-05,-7.84E-05,-7.76E-05,-8.12E-05,-0.000171636,-7.57E-06,-2.00E-05,-9.49E-05,1,-0.000175773,-7.80E-05,-7.80E-05,-7.80E-05,-7.94E-05,-2.14E-05,-0.001276866,-0.000182355,-2.51E-05,-0.000227806,-0.00246133,-5.72E-05,-3.71E-05,-2.40E-05,0.002941997,-7.84E-05,-0.010750899
service_pop_3,0.004350499,-6.14E-05,0.000278081,-0.000134971,-0.000965148,-5.20E-05,-0.000892656,-0.000197846,0.013821869,-3.50E-06,0.018766137,-9.46E-05,0.000184406,-0.000227171,-0.000200613,-0.000558858,,,-0.000753643,-0.01861439,-0.023479394,0.016405108,0.016377945,0.005752887,0.005322555,-0.018429557,0.010050229,-0.00411851,-0.007384384,-0.034458499,-0.034836473,0.012341144,-0.023889823,0.040992761,0.016456855,0.016456658,0.005501565,0.005395968,-0.023480317,0.025576792,-0.004192568,-0.0001887,-9.54E-05,-0.000276028,-0.000521315,-0.000296291,-0.000299074,-0.000323043,-0.000283431,-0.000292067,-0.000309955,-0.000309955,-0.002216519,-0.000304563,-0.001167962,-0.023267555,-0.000292067,-0.000286339,-0.000745334,-0.000813526,-0.001986649,-0.000311289,-0.000293482,-0.007823063,-0.000286339,-0.000311289,-0.000308616,-0.000296291,-0.000284889,-0.000289217,-0.000290646,-0.000293482,-0.000297686,-0.000284889,-0.000286339,-0.000290646,-0.000297686,-0.000280493,-0.00029489,-0.000299074,-0.000561149,-0.002466056,-2.88E-05,-0.000289217,1,-0.000300456,-0.010881078,-2.88E-05,-0.000315255,-0.0003032,-0.000304563,-0.002865732,-0.000301831,-0.00029489,-0.000297686,-0.00029489,-0.000308616,-0.000652084,-2.88E-05,-7.61E-05,-0.00036061,-0.000107669,-0.000667801,-0.000296291,-0.000296291,-0.000296291,-0.000301831,-8.14E-05,-0.004851094,0.060760856,-9.54E-05,0.006166658,0.016145087,-0.000217261,-0.000140973,-9.10E-05,-0.01767657,0.006506376,-0.009875891
flag_S2,-0.000455696,6.40E-05,0.00651968,-4.65E-05,-0.000332618,-1.79E-05,0.006376442,-6.82E-05,0.015890057,0.000121915,-7.35E-05,-3.26E-05,-3.93E-05,-7.83E-05,-6.91E-05,-0.000192598,,,-0.000259727,-0.010695826,-0.008100888,0.005751408,0.004886984,-0.000286385,-0.001420244,0.003017188,0.001753814,0.00555584,-0.009349402,0.001689908,0.002671974,-0.001280517,-0.007323177,0.00330588,-0.001604073,-0.002321309,-0.001064042,-0.000224475,-0.008091996,0.008814501,-0.00144488,-6.50E-05,-3.29E-05,-9.51E-05,-0.00017966,-0.00010211,-0.000103069,-0.00011133,-9.77E-05,-0.000100655,-0.00010682,-0.00010682,-0.000763877,-0.000104961,-0.000402513,-0.008018672,-0.000100655,-9.87E-05,-0.000256864,-0.000280365,0.002300541,-0.000107279,-0.000101142,0.014567451,-9.87E-05,-0.000107279,-0.000106358,-0.00010211,-9.82E-05,-9.97E-05,-0.000100165,-0.000101142,-0.000102591,-9.82E-05,-9.87E-05,-0.000100165,-0.000102591,-9.67E-05,-0.000101628,-0.000103069,-0.000193388,0.001567424,-9.92E-06,-9.97E-05,-0.000140973,-0.000103546,-0.003749934,-9.92E-06,-0.000108646,-0.000104492,-0.000104961,0.003194069,-0.00010402,-0.000101628,-0.000102591,-0.000101628,-0.000106358,-0.000224727,-9.92E-06,-2.62E-05,-0.000124277,-3.71E-05,-0.000230143,-0.00010211,-0.00010211,-0.00010211,-0.00010402,-2.80E-05,-0.001671827,-0.000238762,-3.29E-05,-0.000298272,-0.00322267,-7.49E-05,1,-3.14E-05,-0.01261243,-0.000102591,-0.008964104
su_attempted,0.05585344,-9.84E-06,0.075656065,-3.12E-05,-0.000223124,-1.20E-05,-0.000206365,0.117116985,0.011207487,0.70139975,0.295389916,1,0.695602532,0.008029961,0.023525265,0.32028328,,,-0.000174228,-0.007267198,-0.005539887,-0.002169931,-0.002167269,-0.001159382,-0.001162518,0.002510776,-0.001193434,0.000872067,-0.006569578,-0.006530667,-0.005582459,0.000793353,-0.005744949,0.001847707,-0.000437881,2.75E-06,0.000646481,-0.000872949,-0.005428203,0.005912868,-0.000969242,-4.36E-05,-2.21E-05,-6.38E-05,-0.000120518,-6.85E-05,-6.91E-05,-7.47E-05,-6.55E-05,-6.75E-05,-7.17E-05,-7.17E-05,-0.000512417,-7.04E-05,-0.000270011,-0.005379017,-6.75E-05,-6.62E-05,-0.000172307,-0.000188072,-0.000459276,-7.20E-05,-6.78E-05,-0.001808543,-6.62E-05,-7.20E-05,-7.13E-05,-6.85E-05,-6.59E-05,-6.69E-05,-6.72E-05,-6.78E-05,-6.88E-05,-6.59E-05,-6.62E-05,-6.72E-05,-6.88E-05,-6.48E-05,-6.82E-05,-6.91E-05,-0.000129727,-0.000570105,-6.65E-06,-6.69E-05,-9.46E-05,-6.95E-05,-0.002515498,-6.65E-06,-7.29E-05,-7.01E-05,-7.04E-05,0.003077659,-6.98E-05,-6.82E-05,-6.88E-05,-6.82E-05,-7.13E-05,0.128891233,-6.65E-06,-1.76E-05,-8.34E-05,-2.49E-05,-0.000154383,-6.85E-05,-6.85E-05,-6.85E-05,-6.98E-05,-1.88E-05,-0.001121481,-0.000160164,-2.21E-05,-0.000200084,-0.002161804,-5.02E-05,-3.26E-05,-2.10E-05,0.002583977,-6.88E-05,-0.008789379
service_X11,-0.000111994,0.000415345,0.004453881,-3.15E-05,-0.00022518,-1.21E-05,-0.000208267,-4.62E-05,0.004067468,-2.68E-05,-4.98E-05,-2.21E-05,-2.66E-05,-5.30E-05,-4.68E-05,-0.000130388,,,-0.000175834,-0.006289643,-0.005585046,-0.001818098,-0.001061364,0.002719246,0.002522522,0.000478475,0.009232319,-0.000960897,-0.009369829,-0.00795462,-0.005024737,0.006125104,-0.005598354,-0.000748535,-0.001740625,-0.000766773,0.000894286,0.003035454,-0.005478235,0.005967367,-0.000978176,-4.40E-05,1,-6.44E-05,-0.000121629,-6.91E-05,-6.98E-05,-7.54E-05,-6.61E-05,-6.81E-05,-7.23E-05,-7.23E-05,-0.00051714,-7.11E-05,-0.000272499,-0.005428595,-6.81E-05,-6.68E-05,-0.000173895,-0.000189805,-0.000463509,-7.26E-05,-6.85E-05,-0.001825213,-6.68E-05,-7.26E-05,-7.20E-05,-6.91E-05,-6.65E-05,-6.75E-05,-6.78E-05,-6.85E-05,-6.95E-05,-6.65E-05,-6.68E-05,-6.78E-05,-6.95E-05,-6.54E-05,-6.88E-05,-6.98E-05,-0.000130923,-0.00057536,-6.71E-06,-6.75E-05,-9.54E-05,-7.01E-05,-0.002538684,-6.71E-06,-7.36E-05,-7.07E-05,-7.11E-05,-0.000668609,-7.04E-05,-6.88E-05,-6.95E-05,-6.88E-05,-7.20E-05,-0.000152139,-6.71E-06,-1.78E-05,-8.41E-05,-2.51E-05,-0.000155806,-6.91E-05,-6.91E-05,-6.91E-05,-7.04E-05,-1.90E-05,0.002650959,-0.00016164,-2.23E-05,-0.000201928,-0.001055571,-5.07E-05,-3.29E-05,-2.12E-05,-0.000432117,-6.95E-05,-0.007372132
hot,0.013212928,0.004482836,0.004365495,-0.000294537,-0.002106174,0.000356205,1,0.008740465,0.105304883,0.007348379,0.024064805,-0.000206365,0.0009984,0.025247418,0.006373168,0.001901989,,,0.843571537,-0.068450797,-0.052163685,-0.020264192,-0.02021723,-0.008304883,-0.005821478,0.022696805,-0.002685675,0.001972919,-0.026366423,-0.038730297,-0.029116963,0.001319073,-0.052922836,-0.004467318,-0.019490568,-0.020200684,-0.006540738,-0.007748637,-0.051239428,0.055814416,-0.009149143,-0.00013436,-0.000208267,-0.000602357,-0.001137629,-0.000646575,-0.000652648,-0.000704953,-0.000618512,-0.000637358,-0.000676393,-0.000676393,-0.004836953,-0.000664626,-0.00254876,-0.050775133,-0.000637358,-0.000624857,-0.00141551,0.781919903,-0.00026505,-0.000679303,-0.000640445,0.017828399,-0.000624857,-6.51E-06,-0.000673471,-0.000646575,-0.000621692,-0.000631138,-0.000634256,-0.000640445,-0.000649618,-0.000621692,-0.000624857,-0.000634256,-0.000649618,-0.000612101,-0.000643517,-0.000652648,-0.001224555,-0.005166077,-6.28E-05,-0.000631138,-0.000892656,-0.000655663,-0.023745003,-6.28E-05,-0.000687959,-0.000661652,-0.000664626,-0.005955557,-0.000658664,-0.000643517,-0.000473737,-0.000643517,-0.000673471,0.012077205,-6.28E-05,-0.000166139,-0.000786934,-0.000234958,-0.001457294,-0.000646575,-0.000646575,-0.000646575,-0.000658664,-0.00017761,-0.010586198,0.002572956,-0.000208267,0.006109494,-0.020399518,0.000489742,0.006376442,0.003828285,0.023070873,-0.000649618,-0.00632671
service_time,-0.0012047,-5.46E-05,-0.000467982,-0.000118986,-0.000850841,-4.58E-05,-0.000786934,-0.000174414,-0.007438439,-0.00010125,-0.000188139,-8.34E-05,-0.00010056,-0.000200266,-0.000176853,-0.000492669,,,-0.000664385,-0.01490829,-0.020647081,0.016779103,0.016772532,0.005875276,0.005840097,-0.019078177,0.004138604,-0.003630734,-0.01668773,-0.029800157,-0.017130575,0.004456807,-0.020542823,-0.00013291,0.016420357,0.016420862,0.006784469,0.006003647,-0.020699426,0.022547605,-0.003696021,-0.000166351,-8.41E-05,-0.000243337,-0.000459573,-0.0002612,-0.000263653,-0.000284783,-0.000249863,-0.000257476,-0.000273246,-0.000273246,-0.001954006,-0.000268492,-0.001029634,-0.020511863,-0.000257476,-0.000252426,-0.000657061,-0.000717176,-0.00175136,-0.000274421,-0.000258723,-0.006896538,-0.000252426,-0.000274421,-0.000272065,-0.0002612,-0.000251148,-0.000254964,-0.000256223,-0.000258723,-0.000262429,-0.000251148,-0.000252426,-0.000256223,-0.000262429,-0.000247273,-0.000259965,-0.000263653,-0.000494689,-0.002173989,-2.54E-05,-0.000254964,-0.00036061,-0.000264871,-0.009592377,-2.54E-05,-0.000277918,-0.000267291,-0.000268492,-0.002526329,-0.000266084,-0.000259965,-0.000262429,-0.000259965,-0.000272065,-0.000574854,-2.54E-05,-6.71E-05,1,-9.49E-05,-0.00058871,-0.0002612,-0.0002612,-0.0002612,-0.000266084,-7.18E-05,-0.004276555,0.069092627,-8.41E-05,-0.000762983,0.016799545,-0.00019153,-0.000124277,0.025161771,-0.018581675,-0.000262429,-0.006021492
root_shell,0.02133977,-2.19E-05,0.031680117,-7.04E-05,-0.000503541,0.03479045,0.024064805,0.036982898,0.025292814,0.255556585,1,0.295389916,0.255400164,0.09141493,0.173991246,0.152216778,,,-0.000393194,-0.016224034,-0.012342671,-0.004897053,-0.004891046,-0.002177468,-0.002185536,0.005295595,0.000807433,0.000492006,-0.024383901,-0.010026172,0.000935082,-0.000684497,-0.006272665,0.016950144,-0.004552689,-0.004207749,2.94E-06,-0.001798694,-0.012250251,0.013344033,-0.002187364,-9.84E-05,-4.98E-05,-0.000144011,-0.000271983,-0.000154582,-0.000156034,-0.000168539,-0.000147873,-0.000152379,-0.000161711,-0.000161711,-0.001156412,-0.000158898,-0.000609354,-0.012139248,-0.000152379,-0.00014939,-0.000388859,-0.000424436,0.004879572,-0.000162407,-0.000153117,0.006182347,-0.00014939,-0.000162407,-0.000161012,-0.000154582,-0.000148633,-0.000150892,-0.000151637,-0.000153117,-0.00015531,-0.000148633,-0.00014939,-0.000151637,-0.00015531,-0.00014634,-0.000153851,-0.000156034,-0.000292765,-0.001286601,-1.50E-05,-0.000150892,0.018766137,-0.000156755,-0.005676922,-1.50E-05,-0.000164476,-0.000158187,-0.000158898,-0.001495122,-0.000157473,-0.000153851,-0.00015531,-0.000153851,-0.000161012,0.19027596,-1.50E-05,-3.97E-05,-0.000188139,-5.62E-05,-0.000348408,-0.000154582,-0.000154582,-0.000154582,-0.000157473,-4.25E-05,-0.002530934,-0.000361455,-4.98E-05,-0.000451545,-0.004878713,-0.00011335,-7.35E-05,-4.75E-05,0.005831463,-0.00015531,-0.005871392
service_eco_i,-0.003914835,-0.000175908,-0.00151804,-0.000385376,-0.002755744,-0.000148497,-0.00254876,-0.000564901,-0.024091979,-0.000327933,-0.000609354,-0.000270011,-0.000325699,-0.00064863,-0.000572801,-0.001595682,,,-0.002151844,-0.089719776,-0.065039326,-0.026800247,-0.026767372,-0.014319217,-0.014357955,0.02809992,0.002129237,0.213486388,-0.176851082,-0.025683067,0.023844312,-0.01502811,0.039358725,0.587124723,-0.026818257,-0.026749004,-0.014551724,-0.014406043,0.049742161,-0.045664902,-0.011970854,-0.000538787,-0.000272499,-0.000788131,-0.001488488,-0.000845987,-0.000853932,-0.000922369,-0.000809268,-0.000833927,-0.000885002,-0.000885002,-0.00632873,-0.000869606,1,-0.066434823,-0.000833927,-0.000817571,-0.00212812,-0.002322826,-0.005672392,-0.000888809,-0.000837966,-0.022336845,-0.000817571,-0.000888809,-0.000881178,-0.000845987,-0.00081343,-0.000825789,-0.000829868,-0.000837966,-0.000849969,-0.00081343,-0.000817571,-0.000829868,-0.000849969,-0.00080088,-0.000841986,-0.000853932,-0.001602223,-0.007041221,-8.22E-05,-0.000825789,-0.001167962,-0.000857877,-0.03106826,-8.22E-05,-0.000900135,-0.000865714,-0.000869606,-0.008182398,-0.000861805,-0.000841986,-0.000849969,-0.000841986,-0.000881178,-0.001861866,-8.22E-05,-0.000217378,-0.001029634,-0.000307422,-0.001906742,-0.000845987,-0.000845987,-0.000845987,-0.000861805,-0.000232387,-0.013851115,-0.001978145,-0.000272499,-0.002471185,-0.026699876,-0.000620335,-0.000402513,-0.000259818,0.031914021,-0.000849969,-0.005808072
flag_S3,0.00299048,0.00232485,0.000474287,-3.00E-05,-0.000214701,-1.16E-05,0.003828285,0.057936453,0.006985977,-2.55E-05,-4.75E-05,-2.10E-05,-2.54E-05,-5.05E-05,-4.46E-05,0.012208352,,,-0.000167651,-0.006954864,-0.005276973,0.005699794,0.005294748,-0.00014439,-0.000149598,0.002415994,-0.001148382,0.002243405,-0.011415203,-0.002722472,0.000582907,0.000580386,-0.002541983,0.000781294,0.000960447,0.000490848,0.000641588,0.000656641,-0.005223287,0.005689656,-0.000932653,-4.20E-05,-2.12E-05,-6.14E-05,-0.000115969,-6.59E-05,-6.65E-05,-7.19E-05,-6.31E-05,-6.50E-05,-6.90E-05,-6.90E-05,-0.000493073,-6.78E-05,-0.000259818,-0.005175957,-6.50E-05,-6.37E-05,-0.000165803,-0.000180972,0.004182644,-6.92E-05,-6.53E-05,0.003608555,-6.37E-05,-6.92E-05,-6.87E-05,-6.59E-05,-6.34E-05,-6.43E-05,-6.47E-05,-6.53E-05,-6.62E-05,-6.34E-05,-6.37E-05,-6.47E-05,-6.62E-05,-6.24E-05,-6.56E-05,-6.65E-05,-0.00012483,0.003196225,-6.40E-06,-6.43E-05,-9.10E-05,-6.68E-05,-0.002420537,-6.40E-06,-7.01E-05,-6.74E-05,-6.78E-05,0.002601579,-6.71E-05,-6.56E-05,-6.62E-05,-6.56E-05,-6.87E-05,0.027793328,-6.40E-06,-1.69E-05,0.025161771,-2.40E-05,-0.000148555,-6.59E-05,-6.59E-05,-6.59E-05,-6.71E-05,-1.81E-05,-0.001079145,-0.000154118,-2.12E-05,-0.000192531,-0.002080195,-4.83E-05,-3.14E-05,1,-0.008141173,-6.62E-05,-0.005691939
num_compromised,0.058095016,0.000118544,0.023297952,-3.79E-05,-0.000270988,0.014284642,0.007348379,0.006907152,0.01361169,1,0.255556585,0.70139975,0.993827798,0.010933599,0.009340751,0.412238183,,,-0.000211603,-0.008792135,-0.006703766,-0.002596747,-0.00261839,-0.001049205,-0.000477799,0.003012064,-0.001337852,0.000770321,-0.008360915,-0.004796978,-0.002583999,0.000359449,-0.006714532,0.000621185,-0.001978378,-0.001630978,-0.000843138,-0.000872997,-0.006592648,0.007181282,-0.001177161,-5.30E-05,-2.68E-05,-7.75E-05,2.84E-05,-8.32E-05,-8.40E-05,-9.07E-05,-7.96E-05,-8.20E-05,-8.70E-05,-8.70E-05,-0.00062234,-8.55E-05,-0.000327933,-0.00653291,-8.20E-05,-8.04E-05,-0.00020927,-0.000228417,-0.000534659,-8.74E-05,-8.24E-05,0.005006225,-8.04E-05,0.001083008,-8.67E-05,-8.32E-05,-8.00E-05,-8.12E-05,-8.16E-05,-4.82E-06,-8.36E-05,-8.00E-05,-8.04E-05,-8.16E-05,-8.36E-05,-7.88E-05,-8.28E-05,-8.40E-05,-0.000157556,-0.000692403,-8.08E-06,-8.12E-05,-3.50E-06,-8.44E-05,-0.003055117,-8.08E-06,-8.85E-05,-8.51E-05,-8.55E-05,-0.000788414,-8.47E-05,-8.28E-05,-8.36E-05,-8.28E-05,-8.67E-05,0.099943819,-8.08E-06,-2.14E-05,-0.00010125,-3.02E-05,-0.000187501,-8.32E-05,-8.32E-05,-8.32E-05,-8.47E-05,-2.29E-05,-0.001362058,-0.000194522,-2.68E-05,0.00078472,-0.002625549,-6.10E-05,0.000121915,-2.55E-05,0.003031932,-8.36E-05,-0.005045688
